text,sentiment
ramcharan ko ram ke role me rakhna chahiye tha ye movie real kam reel jyada lag rahi faltu kaa vfx aur holliwood ko ghused diya hai i pray ki ye disaster yaa flop jaaye prabhas ki aadipurush ki tarah,Negative
bakwas review ranbir looking so sadistic lol,Negative
mam aapka srk nahi hai is liye aisa bol rahe ho na,Negative
dissapointment bas yehin hai jo extra vfx ke saath unnatural characters ka entry hota hai ramayan mein woh khatak taa hai om rout wala darr v lagta hai,Negative
sidhi bat no bakbas ranveer kapoor ram ke role me acha nahi lag rha hai bas ram ka rol thode ache log ko diya jana chahiye jiska character shi ho,Negative
hamara ghamand hai,Negative
ye to suno bhai tumhe kaise pata ki jo ram ji the we kaise dikhte the aj tak to kisi ne bhi nahi dekha hoga or khi likha hua ya ki rakshasks aise dikhte hai ya waie,Neutral
yar ye langoor ram ji to kahi se bhi nahi lg rha,Negative
srf acche kahani or acche dialogue se movies acche nahi ho jate hai bahen ji there are various other factors and vfx graphics editing and ai is one of the most important aspect,Neutral
agar film chali tho sirf ravan ka ke wajah se hi chalegi,Neutral
ranveer axa ne lag ra but chalo bhagwan ki murzi vise south star ram charan ko lena chahiye,Neutral
ranbir ka face purane vale ko justify nh kr rha,Negative
means ek taraf rajamouli sir hai jo 10 bahubali banane ke experience gain karna chahte hai aur fir mahabharat ye nitesh tiwari jo china me chalte hai so sayad ye china me hi chalega sab thik hote hue bhi movie ke director suitable nahi ha,Negative
ai se banaya hai sab,Negative
video game wali felling aa rahi hai ramayan ko ramayan ki trhai kyu nahi pesh karte ramanand sagar wali ramayan ke character aur natural scenes logo ke under bas chuke hai,Negative
dabbal dholki hai yeh ladki capshen me kya likha hai or bolti kya hai,Negative
tumhare liye nahi ban rahi movie? tum movie me heroine ho?,Negative
ravan hansome nahi tha purani ramayan vala damdar tha uska chahera bada tha muchhe badi thiyes raj ravan vala vibe nahi de raha,Negative
ekdm bakwaas ranbir kapoor as a ram ❎❎,Negative
randbir sai pallavi and monster ko hota do baki movie set hai,Neutral
sabse bada dikkat hai iska beef lover hona as a hindu shree ram itna pavitra character aise insan ko jo khud ko beef lover bole bilkul bhi dimag acept nahi kar rhaa,Negative
koi ramanand sagar original jo ramayan hai usko achcha quality mein fir se banane ki koshish hi nahin kar raha hai ramayan chalega to vahi chalega jindagi bhar,Negative
kucch v bolo ranbir is good actor but ram ke roll mai ramcharan is best,Neutral
aap to faltu mein emotional ho gaye,Negative
nahi bdhiya lg rhi hai ramayana i think hit hogi,Positive
nahi yaar ranbir mujhe aacha laga haa khate hai beef lekin is movie me bhaut log khate hai,Positive
tu india ki sabhi film ki bejjati karti hai tujhe hollywood pasand hai kya,Negative
inse na ho payega,Negative
asli bhagwan apke piche hai,Neutral
hum ne bachnman ka ramayan pasand hai bhai bas karo bollywood walo haar saal koi na koi ramayan bana raha hai inko new story nahi mil rahi kya,Negative
emotions to dur dur tk nahi dikhe bahan,Negative
ranveer koi angle se v character me fit ni ho rha h na na na,Negative
ramayan ye ram ke upr kam ravan k upr zyadaa lgi lekin ram charan ko portray krna chahiye tha what a casting he would have been vo long face i mean vo click nahi krra sai pallavi to bilkul anti national hai usko mata sita me cast krdiya didi me personally disappointed hogya bht bura lagra hai b r chopra ne bhi to nitish bhardwaja ko as krishna portray krwaya tha kitne shi the mtlab eekdum fit uss role k liye aisa same s s rajamauli ne kiya in kalki 2089ad but why couldnt namit malhotra do the same ya siya ke ram wala he serial lelijiye kya he tha vo eekdum perfect acting plus ramanand sagar ji ne arun govil ji ko kya he cast kiya tha eekdum fantastic im hugley disappointed,Negative
vfx thoda achcha karna hai inhe aur rakshas vagaira ye cartoon type na dikhate bs ❤,Negative
beef khane wala kabhi ram ji nahi ban sakte yeh ram ji ka apman hai ranver ki acting aachi hogi after all vo actor hai par ram ji ka kirdar yeh insaan nibhaye hume manzoor nahi,Negative
ranbir ram chachu laag raha hain,Negative
2 out of 10 jb budget 4000 cr h to theek se use kro n bhai please hago mt for reference dhurandhar 1 2 dono 500 cr se bhi km m bn k ready ho gyi,Negative
sach me ye ai nahi laga,Negative
didi muje tho ai lag raha hai,Negative
kuch bi bolo maza nahi aayi kalki movie ka last scene tha vaise pura banate to alag hi bat thi,Negative
overage ka to pta nahi but ranveer ka face udaas hi h hr timehlki muskan nahi h face pe jo gayal sahb k thi,Negative
yeh flop hogi kyun ke yeh adipurush ka part 2 hai,Negative
muje lagata tha ye ladki cinema ko acha smjti h par aaj pata chal gaya ise kuch nahi pata ye movie jyada khas performance nahi deikhayegi cinema par as compare to budget of this movie bollywood bekaar ho gaya h,Negative
4000 cr ye bhi black money converting a khel hai,Negative
10 me se minus 10,Negative
star plus wala better h isse,Negative
arun govil ne mukut pehnaya peak deteling tum pr barosha uth gya,Negative
flop hi hai dekhna,Negative
yah movie 100 karod paar nahin kar payegi,Negative
mujhe to ye samaj nahi aa raha ye rakshason ko cartoon characters kyun dikha rahe hai traditional rakshas hi kyun nahi dikha sakte,Negative
wa didi wah ranbir kapoor pk jaise dikhre koi bhi shanti ya samazdari nahi zalak rahi face se ramcharan as ram ya allu arjun bhi suit kar sakte hai,Negative
jo monster jungle me hai jaha ranbir flip maar raha hai wo moster jungle spirit monster se milti hai valmiki ramayana ki dusra ramanand sagar ki ramayana me bhut si chije glt hai ya alag way me dikhayi gyi hai ye khud sagar ji mante hai please us se bahar aao world ko history dikhani hai to visuals vese chahiye moreover ab esa lgta hai ki movie ke 2 version bnane pdenge ek outside india ek india ke liye visuals india wale me km ho tabhi indians maanenge,Neutral
entirely based on ai 4000 ct film??? isse acha cartoon network wala ramayan dekhlo emotiom,Negative
arun govil jaisa ram ka kirdar koi nahi kar sakta haisuneel lehri jaisha laxman aur koi nahin ho saktadeepika chikhaliya jaisha koi nahi ho sakta ramanand sagar ramayan aur koi nahi bana saktabugat 4000 hajar koror 50000000000000 karar ho,Positive
come on ranbir as a ram ? bilkul bhi nhi stop praising him,Negative
film flop hai,Negative
beef khane vla ab prabhu shri ram ka kirdar kre ga,Negative
kya drama bana diyaaa,Negative
ranbir kapoor ka emotionless face issi ko pasand ara hai q ki ye khud bhi joker he hai,Negative
10 me se 3 number vo bhi sirf ravan k liye,Negative
nahi jama muje bhi,Negative
jo vi ho mujhe ranvir ko casting karna acha nehi laga,Negative
ye inki sbse bdi pr agent h or khas kr ranbir ki,Neutral
starplus ka jo mahabharat banaye the unko ye project dena chahiye tha isse to bahut zada acha banate aur casting bhi acha hota ranbir as ram ji is jst disaster koi feel hi nehi aya bcz kuch natural laga hi nehi,Negative
real banana ai se banayetho acha nahi lagtha,Negative
flop hogyi 99,Negative
aap kehna kya chahte ho,Neutral
ranbir thake huye lag rahe hai,Negative
honestly speaaking i didn t liked the cast ranbir as rama sunny as hanumana intolarable yash ko bhi negative role dia yash positive me jyada acha lagta hai chalo yash ki personality ke according considerable hai but the other two are just not good casting hoping ki sita mata aur lakshman ji ke role ke liye koi better choice ho,Negative
ranveer se perfect casting nahi hai lord rama ke liye,Positive
is review ke liye kitni fee chage ki hai totally biased,Negative
ai se utha ke dal diya,Negative
10 me se 100 number,Positive
sab acha hai rakshas vfx achi nahi hai reality dikhna chahie old ramayan jaisi,Neutral
vxf sada huwa hai,Negative
4000 cr me se kitne mile is bakwaas aadipurus 2 0 ko defend karne ke liye,Negative
ab bollywood hindu ko khush karne lag gayi lekin,Positive
vfx itna acha nehi laga 5 out of 10,Neutral
itni tareef banti hai kya iska,Negative
itne ache pasie aur mehant phir v aap log lgta kuch kami h to aap nahi lgta ek reel bnano o v perfect khana nahi h to roti ko v bur bolo,Negative
4000crore 1lakh puri sena khadi ho jaati,Neutral
ranbir ko ramji ke roop main dekhna acha nahi lag raha hai ramji ke chehare ke bhav alockik hai jaise ayodhya mandir main ramji ki prateema ko hi dekh loaaj kal to ye dar lagta hai ki ye hamari sanskriti ke saath kaise kaise khilwaad karenge,Negative
movie indians ke liye nahi hai word audience ke ban rahi maan lo4000 crore ka budget laga kar india se kamai toh kar nahi sakteaur koi bhi producer barbad hone ke liye movie nahi banayegaworld audience ke palat ke hisab se dish ban rahi hai samajh jao toh theekwarna indian audience ke liye arun govil ji ramayan aaj bhi sufficient hai,Neutral
khaliye pese is channel ne bhi buddha lagra hai with no innocence at all,Negative
dukhi log review na kare unko aur dukh hoga,Negative
ek scene esa nahi laga ke kuch nya dekha adi pursh se bura hal hoga is movie ka diferent karne ke chakkar me movie bekar kar dete hain,Negative
ram ji ke liye ranveer kapor bekwas actor hai maza nahi aaya,Negative
yar 1 bhi acha ni hai 1 1 sec ai generated lag rha,Negative
ramayana nahi bahubali lagraha,Negative
4000 cr use karke kya banaya yarrr,Negative
ranbir damchi lg ra glow hi nahi hai,Negative
pehele vali ramayan ka koi match nahi,Negative
ye ranbir ki tarif kr rahi hai omg hahahaha 1000 cr tu de de,Negative
isse pahle wale video mein to aap kuch or hi bol rahe the really muze to acha nahi lga isse acha to ramayan jo abhi new serial aaya tha jiske sujay reu ram bne the go best lge muze to,Negative
mehenge vala ai,Negative
sabse jyada ye creatures and monster aankhon ko chubh rahe hai bhai aap the great epic ramayan bana rahe ho to creatures and monster jo aapne bana diye hai thoda ispar bhi research kar liya karo,Negative
ranbir kapoor kahan se ram lag raha hai kuch v saalo unpadh ese filmo me character k liye audition karna chahiye,Negative
isse acha mein bahubali dekhloon,Negative
itta makkhan baaji,Negative
ht double battery,Negative
ranveer gou mata ko khaya tha,Negative
apki tareef thodi zyada hi ho gya hy,Negative
sci fi superhero movie lag rahi hai ramayana to bilkul bhi nahi lagi,Negative
sab ai jaisa laga,Negative
hug diya ek hi ramkatha ko kitne bhi tarike se dikha do is se acha avtar jaise film bollywood me banta to dekhne me acha lagta,Negative
feel nahi aya flop na ho jaye kahi character prabhu ram ji and actor match nahi ho raha hai,Negative
4000 cr mai se kitne pese milgye chaplilusi ke liye,Negative
movie flop hogi,Negative
ranvir hona tha,Neutral
ye faltu ka show hai jisse koi culture nahi dikhta asli ramayan to 90s ki thi hai rahegi,Negative
kya fayda etne achhe chehra ka hrithik roshan mt hi banoo movie,Negative
flop hogi,Negative
sita bhi galt cast hai,Negative
4000 cr naam ka 400cr kaam ka,Negative
itna acha bhi nahi lga,Neutral
he is a misfit for the role nothing can change this fact reviewers pr bn gye hain lgta h,Negative
bilkul bhi achhe nahi lag rha ranveer,Negative
mujhe ulti aa rahi hai hmm ab ulti ke baad thoda araam lag raha hai,Negative
0 out of 10 ram to actual me arvind govil lagte hai aur maa sita deepika chikaliya kya unka sound hai aur sabse acha hanuman dara singh jo ki ramayan me free me kam kiya,Negative
ranbir badhiya role nibahayenge vfx khrab h,Neutral
ranbir nahi match hora hai,Negative
you are another ranbir kapoor fan girl khakh acha lag raha hai isse acha to sonu dagar lagta hai stage wali ramleela me nahi dekha ho to check kar lena pehle,Negative
didi aap reviews dalna chod do,Negative
dneg where is that vfx gone in the movie vfx not good it s not hollywood comparison not even close music is excellent set pieces excellent but bad vfx,Neutral
abey kya expression tumhe sahime review dene nahi aata,Negative
ye layak hi ni he bhagvan sri ram banane ke,Negative
tumne brahmastra ki bahut tarif ki thi that was boaring film,Negative
ye movie flop hogi dekh lena because bollywood walo se muje koi ummid nahi hai,Negative
kitna bar ramayan banaoge sachcha inko bhi pata hai ki koi ram thha hi nahi,Negative
10 3 film flop hai madam,Negative
film flop he,Negative
tu pehle apna muh doh le,Negative
kitni jldi palat gai apni hi baat se,Negative
third class character ranbir kapoor ko hi sign kiya hai to movie flop hona hi hai,Negative
chashmish tujhe pr ke liye per likh ke le le film flop hogi,Negative
mujhe dekhke itna hi laga 1 aur bakwas lane wale hain ye log purana jo ramayan hai uska 50 bhi feel nahi aarahi,Negative
ram ke rop main ranbir bekar hai ranbir ko hatan chaiye tha,Negative
traler main h dum nahi hai,Negative
thoda cartoon jaisa laga,Negative
bahut ghatiyaa trailer and bahut kharab aur non genuine review hai ye really not able to like it,Negative
inse achi toh cartoon mai bna di thi japan ne 1993 mai dekh lo ja kar bakwaas,Negative
bazjiti nahi flop hogi,Negative
didi thoro ruk jao time ha avi time pehla sa itna complaint kar rahe ho dneg app janta ho na kitna film banaya ha nitesh sir ko v janta ho,Negative
mai to nahi dekhne wala hu ye movie ranveer to bilkul shree ram ka role me nahi dekh sakta big beef guy,Negative
tere se pooch k banaana tha kya tu koun bl,Negative
mujhe to crap laga,Negative
awaj aa nahi rhi gyan pel rhi h,Negative
dhaba movie cartoon lag rhe sb,Negative
aadi purush jaisi pitegi ye bhi sb nakli lg raha hai,Negative
ranbir as a actor bekar h is movie me,Negative
kuch acha nahi hai bhsi,Negative
achcha hai per videshi rakshas a gaye hain,Neutral
ranbeef aur dawoodwood ki chamchi,Negative
total bakbas mam phir se dekhlo,Negative
10 m se 2 milega ai film oh bhi kamzor wala 3rd grade,Negative
ek dam bakwas hai,Negative
koi bhi ram bhakt dekhane nahi jaayega karn sabhi ko malum hai hamare ram ke naam se aese logo ko bevkuf na banaya jaye,Negative
1001 floop movie animantion movie is better than this,Negative
aapka hi negetive review tha,Negative
madam ranbeer ram ki character keliye bilkul fit nehi he kiya ap bhul jati he ki wo beef khata he nasha karta he,Negative
ye to kaliyug ke koi rama hain hamre ram treta yug ke to isme ek bhi jhalak nahin dikh rahi simplicity to gayab hi ho gayi in bollywood walon ko vedic life baare me kisi ne nahin bataya kya? when ass try to make of any superior character remain ass only because character can not be casted but to be developed first inside and there is no one equal to lord ram but if these foolish simply trying to follow his footsteps can at least develope a drop of good character,Negative
total bakwaas lg raha h,Negative
bura bolne se pahle soch lena pese lekar de promot krdete ho,Negative
kitna phekti hai aaa,Negative
real cringe is uploading hindutva ka mazak banane k liye ye log aisa karte hai,Negative
